"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Chen Y.; Zhang L.; Chen B.; Zuo J.; Hu Y.","Chen, Yuyang (59383256600); Zhang, Li (58853352100); Chen, Bowei (56789262700); Zuo, Jian (58125423000); Hu, Yingwen (58984338500)","59383256600; 58853352100; 56789262700; 58125423000; 58984338500","MPG-Net: A Semantic Segmentation Model for Extracting Aquaculture Ponds in Coastal Areas from Sentinel-2 MSI and Planet SuperDove Images","2024","Remote Sensing","16","20","3760","","","","0","10.3390/rs16203760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207371299&doi=10.3390%2frs16203760&partnerID=40&md5=f56570702910282b693dda3e70afc756","Achieving precise and swift monitoring of aquaculture ponds in coastal regions is essential for the scientific planning of spatial layouts in aquaculture zones and the advancement of ecological sustainability in coastal areas. However, because the distribution of many land types in coastal areas and the complex spectral features of remote sensing images are prone to the phenomenon of ‘same spectrum heterogeneous objects’, the current deep learning model is susceptible to background noise interference in the face of complex backgrounds, resulting in poor model generalization ability. Moreover, with the image features of aquaculture ponds of different scales, the model has limited multi-scale feature extraction ability, making it difficult to extract effective edge features. To address these issues, this work suggests a novel semantic segmentation model for aquaculture ponds called MPG-Net, which is based on an enhanced version of the U-Net model and primarily comprises two structures: MS and PGC. The MS structure integrates the Inception module and the Dilated residual module in order to enhance the model’s ability to extract the features of aquaculture ponds and effectively solve the problem of gradient disappearance in the training of the model; the PGC structure integrates the Global Context module and the Polarized Self-Attention in order to enhance the model’s ability to understand the contextual semantic information and reduce the interference of redundant information. Using Sentinel-2 and Planet images as data sources, the effectiveness of the refined method is confirmed through ablation experiments conducted on the two structures. The experimental comparison using the FCN8S, SegNet, U-Net, and DeepLabV3 classical semantic segmentation models shows that the MPG-Net model outperforms the other four models in all four precision evaluation indicators; the average values of precision, recall, IoU, and F1-Score of the two image datasets with different resolutions are 94.95%, 92.95%, 88.57%, and 93.94%, respectively. These values prove that the MPG-Net model has better robustness and generalization ability, which can reduce the interference of irrelevant information, effectively improve the extraction precision of individual aquaculture ponds, and significantly reduce the edge adhesion of aquaculture ponds in the extraction results, thereby offering new technical support for the automatic extraction of aquaculture ponds in coastal areas. © 2024 by the authors.","aquaculture pond; deep learning; MPG-Net; remote sensing image; segmentation","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85207371299"
"","","","24th International Conference on Medical Image Computing and Computer Assisted Intervention, MICCAI 2021","2021","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12901 LNCS","","","","","5669","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116441624&partnerID=40&md5=e7672c0f93dc15cd4ea5b09542cb770b","The proceedings contain 531 papers. The special focus in this conference is on Medical Image Computing and Computer Assisted Intervention. The topics include: TransBTS: Multimodal Brain Tumor Segmentation Using Transformer; automatic Polyp Segmentation via Multi-scale Subtraction Network; patch-Free 3D Medical Image Segmentation Driven by Super-Resolution Technique and Self-Supervised Guidance; progressively Normalized Self-Attention Network for Video Polyp Segmentation; SGNet: Structure-Aware Graph-Based Network for Airway Semantic Segmentation; NucMM Dataset: 3D Neuronal Nuclei Instance Segmentation at Sub-Cubic Millimeter Scale; AxonEM Dataset: 3D Axon Instance Segmentation of Brain Cortical Regions; improved Brain Lesion Segmentation with Anatomical Priors from Healthy Subjects; carveMix: A Simple Data Augmentation Method for Brain Lesion Segmentation; TransFuse: Fusing Transformers and CNNs for Medical Image Segmentation; boundary-Aware Transformers for Skin Lesion Segmentation; A Topological-Attention ConvLSTM Network and Its Application to EM Images; BiX-NAS: Searching Efficient Bi-directional Architecture for Medical Image Segmentation; multi-task, Multi-domain Deep Segmentation with Shared Representations and Contrastive Regularization for Sparse Pediatric Datasets; TEDS-Net: Enforcing Diffeomorphisms in Spatial Transformers to Guarantee Topology Preservation in Segmentations; learning Consistency- and Discrepancy-Context for 2D Organ Segmentation; partially-Supervised Learning for Vessel Segmentation in Ocular Images; unsupervised Network Learning for Cell Segmentation; MT-UDA: Towards Unsupervised Cross-modality Medical Image Segmentation with Limited Source Labels; context-Aware Virtual Adversarial Training for Anatomically-Plausible Segmentation; Pancreas CT Segmentation by Predictive Phenotyping; interactive Segmentation via Deep Learning and B-Spline Explicit Active Surfaces; multi-compound Transformer for Accurate Biomedical Image Segmentation; kCBAC-Net: Deeply Supervised Complete Bipartite Networks with Asymmetric Convolutions for Medical Image Segmentation; Refined Local-imbalance-based Weight for Airway Segmentation in CT.","","Conference review","Final","","Scopus","2-s2.0-85116441624"
"Li Y.; Yan Q.; Zhang K.; Xu H.","Li, Yuenan (55145899000); Yan, Qixin (57221106534); Zhang, Kuangshi (57221086457); Xu, Haoyu (57222574816)","55145899000; 57221106534; 57221086457; 57222574816","Image Reflection Removal via Contextual Feature Fusion Pyramid and Task-Driven Regularization","2022","IEEE Transactions on Circuits and Systems for Video Technology","32","2","","553","565","12","12","10.1109/TCSVT.2021.3067502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103242945&doi=10.1109%2fTCSVT.2021.3067502&partnerID=40&md5=c463498c5c72bfaf7072297383395104","In this paper, we propose a deep neural network for single image reflection removal. More specifically, we design a convolutional-grid module and take it as the building block of a feature fusion pyramid. The module leverages the combination effect of the grid topology to create a rich ensemble of receptive fields. Embedding the modules into a pyramidal architecture further expands the coverage of receptive fields. Another benefit of the pyramid is to fuse the multi-scale features learned by the modules locating at the ascending and descending pathways. The rich diversity of features helps the neural network analyze the contexts around overlapping objects at various spatial ranges and harvest the cues for layer separation. The proposed work also exploits useful semantic cues from the hyper-column descriptors generated by a pre-trained VGG-19 model to reduce the ambiguity of layer separation. In light of the low correlation between background and reflection layers, we design a channel-correlation based conditional discriminator to penalize residual reflection. The discriminator uses channel-wise attention to screen the features that can distinguish real background images from estimated ones. This paper also presents a task-driven regularization strategy. The high sensitivity of semantic segmentation to reflection is exploited for assessing the completeness of reflection removal. Training with this regularization strategy can boost the performance of both reflection removal and high-level task. The comparison against state-of-the-art algorithms on four public benchmark datasets demonstrates that this work exhibits superior performance in handling the complex reflections in wild scenarios. The proposed network architecture is also applicable to haze removal, which is another ill-posed layer separation problem, and has shown encouraging performance. © 2021 IEEE.","Feature fusion; Multi-scale feature extraction; Reflection removal; Semantic segmentation; Task-driven regularization","Article","Final","","Scopus","2-s2.0-85103242945"
"Dai Y.; Zhao K.; Shen L.; Liu S.; Yan X.; Li Z.","Dai, Yanshuai (57195476834); Zhao, Kongyang (57223180857); Shen, Li (36555006600); Liu, Shichuan (58303612400); Yan, Xin (57202610950); Li, Zhilin (7409077661)","57195476834; 57223180857; 36555006600; 58303612400; 57202610950; 7409077661","A Siamese Network Combining Multiscale Joint Supervision and Improved Consistency Regularization for Weakly Supervised Building Change Detection","2023","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","16","","","4963","4982","19","8","10.1109/JSTARS.2023.3279863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161040277&doi=10.1109%2fJSTARS.2023.3279863&partnerID=40&md5=b9870cfa8e377d24a855f5be4d3a52fd","Building change detection (BCD) from remote sensing images is essential in various practical applications. Recently, inspired by the achievement of deep learning in semantic segmentation (SS), methods that treat the BCD problem as a binary SS task using deep siamese networks have attracted increasing attention. However, similar to their counterparts, these approaches still face the challenge of collecting massive pixel-level annotations. To address this issue, this article presents a novel weakly supervised method for BCD from remote sensing images using image-level labels. The proposed method elaborately designs a siamese network to integrate a multiscale joint supervision (MJS) module and an improved consistency regularization (ICR) module into a unified framework to improve the so-called class activation maps (CAMs), which is vital for producing high-quality pseudomasks using image-level annotations to support pixel-level BCD. To be specific, the MSJ is used for generating refined multiscale CAMs to well capture changes at different scales corresponding to various buildings of varying sizes. The ICR contributes to improving the consistency of CAMs to highlight the boundaries of changed buildings. Extensive experiments on two public BCD datasets have demonstrated that the proposed method outperforms the current state-of-the-art approaches. Furthermore, the visual detection maps also indicate that the proposed method can achieve scale-adaptive change detection results and preserve object boundaries more effectively.  © 2008-2012 IEEE.","Building change detection (BCD); class activation maps (CAM); image-level weakly supervised; improved consistency regularization (ICR); multiscale joint supervision (MJS)","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85161040277"
"Liao Y.; Kang S.; Li J.; Liu Y.; Liu Y.; Dong Z.; Yang B.; Chen X.","Liao, Youqi (58186083600); Kang, Shuhao (58289190100); Li, Jianping (57191420252); Liu, Yang (57997357000); Liu, Yun (57191434431); Dong, Zhen (55578187900); Yang, Bisheng (55578807789); Chen, Xieyuanli (57193685774)","58186083600; 58289190100; 57191420252; 57997357000; 57191434431; 55578187900; 55578807789; 57193685774","Mobile-Seed: Joint Semantic Segmentation and Boundary Detection for Mobile Robots","2024","IEEE Robotics and Automation Letters","9","4","","3902","3909","7","4","10.1109/LRA.2024.3373235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187383375&doi=10.1109%2fLRA.2024.3373235&partnerID=40&md5=410e02773594da21c63fcedf7a75482f","Precise and rapid delineation of sharp boundaries and robust semantics is essential for numerous downstream robotic tasks, such as robot grasping and manipulation, real-time semantic mapping, and online sensor calibration performed on edge computing units. Although boundary detection and semantic segmentation are complementary tasks, most studies focus on lightweight models for semantic segmentation but overlook the critical role of boundary detection. In this work, we introduce Mobile-Seed, a lightweight, dual-task framework tailored for simultaneous semantic segmentation and boundary detection. Our framework features a two-stream encoder, an active fusion decoder (AFD) and a dual-task regularization approach. The encoder is divided into two pathways: one captures category-aware semantic information, while the other discerns boundaries from multi-scale features. The AFD module dynamically adapts the fusion of semantic and boundary information by learning channel-wise relationships, allowing for precise weight assignment of each channel. Furthermore, we introduce a regularization loss to mitigate the conflicts in dual-task learning and deep diversity supervision. Compared to existing methods, the proposed Mobile-Seed offers a lightweight framework to simultaneously improve semantic segmentation performance and accurately locate object boundaries. Experiments on the Cityscapes dataset have shown that Mobile-Seed achieves notable improvement over the state-of-the-art (SOTA) baseline by 2.2 percentage points (pp) in mIoU and 4.2 pp in mF-score, while maintaining an online inference speed of 23.9 frames-per-second (FPS) with 1024 × 2048 resolution input on an RTX 2080 Ti GPU. Additional experiments on CamVid and PASCAL Context datasets confirm our method's generalizability. © 2016 IEEE.","Deep learning for visual perception; deep learning methods; visual learning","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85187383375"
"Yang L.; Gu X.; Sun J.","Yang, Liwei (57226598496); Gu, Xiang (57219182794); Sun, Jian (57650520100)","57226598496; 57219182794; 57650520100","Generalized Semantic Segmentation by Self-Supervised Source Domain Projection and Multi-Level Contrastive Learning","2023","Proceedings of the 37th AAAI Conference on Artificial Intelligence, AAAI 2023","37","","","10789","10797","8","3","10.1609/aaai.v37i9.26280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168250939&doi=10.1609%2faaai.v37i9.26280&partnerID=40&md5=8b280c090eb91e93dcaf629b1b240416","Deep networks trained on the source domain show degraded performance when tested on unseen target domain data. To enhance the model’s generalization ability, most existing domain generalization methods learn domain invariant features by suppressing domain sensitive features. Different from them, we propose a Domain Projection and Contrastive Learning (DPCL) approach for generalized semantic segmentation, which includes two modules: Self-supervised Source Domain Projection (SSDP) and Multi-Level Contrastive Learning (MLCL). SSDP aims to reduce domain gap by projecting data to the source domain, while MLCL is a learning scheme to learn discriminative and generalizable features on the projected data. During test time, we first project the target data by SSDP to mitigate domain shift, then generate the segmentation results by the learned segmentation network based on MLCL. At test time, we can update the projected data by minimizing our proposed pixel-to-pixel contrastive loss to obtain better results. Extensive experiments for semantic segmentation demonstrate the favorable generalization capability of our method on benchmark datasets. Copyright © 2023, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.","","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85168250939"
"Li B.; Gong A.; Zhang J.; Fu Z.","Li, Boyi (57394440600); Gong, Adu (24536867900); Zhang, Jiaming (59215645400); Fu, Zexin (59216159300)","57394440600; 24536867900; 59215645400; 59216159300","From image-level to pixel-level labeling: A weakly-supervised learning method for identifying aquaculture ponds using iterative anti-adversarial attacks guided by aquaculture features","2024","International Journal of Applied Earth Observation and Geoinformation","132","","104023","","","","0","10.1016/j.jag.2024.104023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198370124&doi=10.1016%2fj.jag.2024.104023&partnerID=40&md5=bed3802af6d90947f5d5cd112fef85d9","Aquaculture mapping is essential for monitoring and managing aquaculture resources. However, accurately geotargeting individual aquaculture ponds from medium-resolution remote sensing imagery remains challenging, and convolutional deep learning methods for identifying aquaculture ponds require labor-intensive pixel-level annotations. This paper presents a novel weakly-supervised learning method to derive pixel-level labels from image-level annotations for aquaculture ponds. Our approach uses iterative anti-adversarial attacks to refine localization results from multi-scale class activation maps (CAMs). The improved method integrates two regularization methods guided by aquaculture features to form a joint loss function for adversarial samples: discriminative water region suppression and non-aquaculture water class suppression. We also propose an aquaculture feature termed CFNDWI to constrain the localization results and generate high-quality pseudo-labels. As a result, the pseudo-labels are used to train semantic segmentation networks for accurately identifying aquaculture ponds. We evaluated the performance of our method using commonly-used backbones on 10 m Sentinel-2 imagery. Our method achieves Intersection over Union (IoU) values of 0.618–0.655 for pseudo-label generation, and IoU values of 0.664–0.708 for semantic segmentation, outperforming state-of-the-art weakly-supervised methods and public datasets. The effectiveness of each module of our method was also testified through ablation experiments. Our method leverages knowledge-driven aquaculture features to guide the data-driven adversarial learning process, addressing the lack of high-quality aquaculture datasets for model training. The code for implementing our method will be accessible at https://github.com/designer1024/WSLM-AQ. © 2024 The Authors","Adversarial learning; Aquaculture pond; Class activation map; Pseudo-label; Weakly-supervised learning","Article","Final","","Scopus","2-s2.0-85198370124"
"Deng R.; Liu Q.; Cui C.; Yao T.; Long J.; Asad Z.; Womick R.M.; Zhu Z.; Fogo A.B.; Zhao S.; Yang H.; Huo Y.","Deng, Ruining (57219448253); Liu, Quan (57336485300); Cui, Can (57219469236); Yao, Tianyuan (57222525765); Long, Jun (35756419000); Asad, Zuhayr (57249905900); Womick, R. Michael (57786748800); Zhu, Zheyu (57219448236); Fogo, Agnes B. (7102673654); Zhao, Shilin (56415384300); Yang, Haichun (8638224800); Huo, Yuankai (56830058500)","57219448253; 57336485300; 57219469236; 57222525765; 35756419000; 57249905900; 57786748800; 57219448236; 7102673654; 56415384300; 8638224800; 56830058500","Omni-Seg: A Scale-Aware Dynamic Network for Renal Pathological Image Segmentation","2023","IEEE Transactions on Biomedical Engineering","70","9","","2636","2644","8","12","10.1109/TBME.2023.3260739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151563110&doi=10.1109%2fTBME.2023.3260739&partnerID=40&md5=3cd97b671579b9f962bd5d7bc26c644c","Comprehensive semantic segmentation on renal pathological images is challenging due to the heterogeneous scales of the objects. For example, on a whole slide image (WSI), the cross-sectional areas of glomeruli can be 64 times larger than that of the peritubular capillaries, making it impractical to segment both objects on the same patch, at the same scale. To handle this scaling issue, prior studies have typically trained multiple segmentation networks in order to match the optimal pixel resolution of heterogeneous tissue types. This multi-network solution is resource-intensive and fails to model the spatial relationship between tissue types. In this article, we propose the Omni-Seg network, a scale-aware dynamic neural network that achieves multi-object (six tissue types) and multi-scale (5× to 40× scale) pathological image segmentation via a single neural network. The contribution of this article is three-fold: (1) a novel scale-aware controller is proposed to generalize the dynamic neural network from single-scale to multi-scale; (2) semi-supervised consistency regularization of pseudo-labels is introduced to model the inter-scale correlation of unannotated tissue types into a single end-to-end learning paradigm; and (3) superior scale-aware generalization is evidenced by directly applying a model trained on human kidney images to mouse kidney images, without retraining. By learning from 150,000 human pathological image patches from six tissue types at three different resolutions, our approach achieved superior segmentation performance according to human visual assessment and evaluation of image-omics (i.e., spatial transcriptomics).  © 1964-2012 IEEE.","image segmentation; multi-label; multi-scale; Renal pathology; semi-supervised learning","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85151563110"
"","","","9th International Conference on Image and Graphics, ICIG 2017","2017","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10666 LNCS","","","","","1955","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040234508&partnerID=40&md5=5488f2a2fc2df796c7de9a94e59a746b","The proceedings contain 172 papers. The special focus in this conference is on Image and Graphics. The topics include: New tikhonov regularization for blind image restoration; real-time multi-camera video stitching based on improved optimal stitch line and multi-resolution fusion; image quality assessment of enriched tonal levels images; a variational model to extract texture from noisy image data with local variance constraints; Joint visualization of UKF tractography data; semantic segmentation based automatic two-tone portrait synthesis; Parameters sharing multi-items non-parametric factor microfacet model for isotropic and anisotropic BRDFs; SRG and RMSE-based automated segmentation for volume data; shape recovery of endoscopic videos by shape from shading using mesh regularization; RGB-D saliency detection with multi-feature-fused optimization; lazy recoloring; Similar trademark image retrieval integrating LBP and convolutional neural network; adaptive learning compressive tracking based on Kalman filter; Online high-accurate calibration of RGB+3D-LiDAR for autonomous driving; run-based connected components labeling using double-row scan; a 3D tube-object centerline extraction algorithm based on steady fluid dynamics; Moving objects detection in video sequences captured by a PTZ camera; Fast grid-based fluid dynamics simulation with conservation of momentum and kinetic energy on GPU; adaptive density optimization of lattice structures sustaining the external multi-load; hyperspectral image classification based on deep forest and spectral-spatial cooperative feature; research on color image segmentation; hyperspectral image classification using multi vote strategy on convolutional neural network and sparse representation joint feature; efficient deep belief network based hyperspectral image classification; classification of hyperspectral imagery based on dictionary learning and extended multi-attribute profiles; sparse acquisition integral imaging system.","","Conference review","Final","","Scopus","2-s2.0-85040234508"
"Lyu Y.; Vosselman G.; Xia G.-S.; Yilmaz A.; Yang M.Y.","Lyu, Ye (57213191151); Vosselman, George (6602209960); Xia, Gui-Song (12781686200); Yilmaz, Alper (57067174700); Yang, Michael Ying (36015861500)","57213191151; 6602209960; 12781686200; 57067174700; 36015861500","UAVid: A semantic segmentation dataset for UAV imagery","2020","ISPRS Journal of Photogrammetry and Remote Sensing","165","","","108","119","11","237","10.1016/j.isprsjprs.2020.05.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085523681&doi=10.1016%2fj.isprsjprs.2020.05.009&partnerID=40&md5=2b851fa177dfe99a67d846606c1d4e90","Semantic segmentation has been one of the leading research interests in computer vision recently. It serves as a perception foundation for many fields, such as robotics and autonomous driving. The fast development of semantic segmentation attributes enormously to the large scale datasets, especially for the deep learning related methods. There already exist several semantic segmentation datasets for comparison among semantic segmentation methods in complex urban scenes, such as the Cityscapes and CamVid datasets, where the side views of the objects are captured with a camera mounted on the driving car. There also exist semantic labeling datasets for the airborne images and the satellite images, where the nadir views of the objects are captured. However, only a few datasets capture urban scenes from an oblique Unmanned Aerial Vehicle (UAV) perspective, where both of the top view and the side view of the objects can be observed, providing more information for object recognition. In this paper, we introduce our UAVid dataset, a new high-resolution UAV semantic segmentation dataset as a complement, which brings new challenges, including large scale variation, moving object recognition and temporal consistency preservation. Our UAV dataset consists of 30 video sequences capturing high-resolution images in oblique views. In total, 300 images have been densely labeled with 8 classes for the semantic labeling task. We have provided several deep learning baseline methods with pre-training, among which the proposed Multi-Scale-Dilation net performs the best via multi-scale feature extraction, reaching a mean intersection-over-union (IoU) score around 50%. We have also explored the influence of spatial-temporal regularization for sequence data by leveraging on feature space optimization (FSO) and 3D conditional random field (CRF). Our UAVid website and the labeling tool have been published online (https://uavid.nl/). © 2020 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)","Dataset; Deep learning; Semantic segmentation; UAV","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85085523681"
"De Oliveira J.P.; Costa M.G.F.; Costa Filho C.F.F.","De Oliveira, Joel Parente (57222475915); Costa, Marly Guimarães Fernandes (55252953100); Costa Filho, Cícero Ferreira Fernandes (6506784770)","57222475915; 55252953100; 6506784770","Methodology of data fusion using deep learning for semantic segmentation of land types in the amazon","2020","IEEE Access","8","","","187864","187875","11","9","10.1109/ACCESS.2020.3031533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102839559&doi=10.1109%2fACCESS.2020.3031533&partnerID=40&md5=980d9343ed37eff4b3938711b96aae73","This study proposes a methodology using deep learning and a multi-resolution segmentation algorithm to perform the semantic segmentation of remote sensing images. Initially the image is segmented using a CNN, and then an image with homogeneous regions is generated using a multi-resolution segmentation algorithm. Finally, a data fusion process is performed with these two images, generating the final classified image. The field of study was the Brazilian Amazon region. The proposed methodology classifies images in the following classes: forest, pasture and agriculture. The input data used were LANDSAT-8/OLI images. The reference data were extracted from the results of the TerraClass project in 2014. Two datasets were evaluated: the first with six bands and the second with three bands. Three CNN architectures were evaluated together with three optimization methods: SGDM, ADAM, and RMSProp and the dropout and L2 regularization methods as methods for generalization improvement. The best model, CNN C optimization method C technique for generalization improvement, evaluated in the validation set, was submitted to a 5-fold cross validation methodology, and the results were compared with pre-trained networks using the learning transfer methodology; in this case the networks used for comparison were ResNet50, InceptionResnetv2, MobileNetv2 and Xception. The proposed methodology was evaluated through image segmentation of some regions of the Amazon. Finally, the proposed methodology was evaluated in regions used by other authors. The accuracy values obtained for the images evaluated were over 99%. © 2020 Institute of Electrical and Electronics Engineers Inc.. All rights reserved.","Convolutional neural networks; Deep learning; Image segmentation; Remote sensing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85102839559"
"Boutillon A.; Conze P.-H.; Pons C.; Burdin V.; Borotikar B.","Boutillon, Arnaud (57211439501); Conze, Pierre-Henri (55195063200); Pons, Christelle (55752507200); Burdin, Valérie (55026725400); Borotikar, Bhushan (23092872300)","57211439501; 55195063200; 55752507200; 55026725400; 23092872300","Generalizable multi-task, multi-domain deep segmentation of sparse pediatric imaging datasets via multi-scale contrastive regularization and multi-joint anatomical priors","2022","Medical Image Analysis","81","","102556","","","","16","10.1016/j.media.2022.102556","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136460725&doi=10.1016%2fj.media.2022.102556&partnerID=40&md5=5cbba9e2aab5576693c495aa4796c38b","Clinical diagnosis of the pediatric musculoskeletal system relies on the analysis of medical imaging examinations. In the medical image processing pipeline, semantic segmentation using deep learning algorithms enables an automatic generation of patient-specific three-dimensional anatomical models which are crucial for morphological evaluation. However, the scarcity of pediatric imaging resources may result in reduced accuracy and generalization performance of individual deep segmentation models. In this study, we propose to design a novel multi-task, multi-domain learning framework in which a single segmentation network is optimized over the union of multiple datasets arising from distinct parts of the anatomy. Unlike previous approaches, we simultaneously consider multiple intensity domains and segmentation tasks to overcome the inherent scarcity of pediatric data while leveraging shared features between imaging datasets. To further improve generalization capabilities, we employ a transfer learning scheme from natural image classification, along with a multi-scale contrastive regularization aimed at promoting domain-specific clusters in the shared representations, and multi-joint anatomical priors to enforce anatomically consistent predictions. We evaluate our contributions for performing bone segmentation using three scarce and pediatric imaging datasets of the ankle, knee, and shoulder joints. Our results demonstrate that the proposed approach outperforms individual, transfer, and shared segmentation schemes in Dice metric with statistically sufficient margins. The proposed model brings new perspectives towards intelligent use of imaging resources and better management of pediatric musculoskeletal disorders. © 2022 Elsevier B.V.","Attention models; Contrastive learning; Domain adaptation; Musculoskeletal system; Shape priors; Universal representations","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85136460725"
