"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Real-Time Instrument Segmentation in Robotic Surgery Using Auxiliary Supervised Deep Adversarial Learning","M. Islam; D. A. Atputharuban; R. Ramesh; H. Ren","NUS Graduate School for Integrative Sciences and Engineering and Department of Biomedical Engineering, National University of Singapore, Singapore; Department of Electronics and Telecommunications, University of Moratuwa, Moratuwa, Srilanka; Department of Instrumentation and Control Engineering, National Institute of Technology Trichy, Tiruchirappalli, India; Department of Biomedical Engineering, National University of Singapore, Singapore",IEEE Robotics and Automation Letters,"13 Mar 2019","2019","4","2","2188","2195","Robot-assisted surgery is an emerging technology that has undergone rapid growth with the development of robotics and imaging systems. Innovations in vision, haptics, and accurate movements of robot arms have enabled surgeons to perform precise minimally invasive surgeries. Real-time semantic segmentation of the robotic instruments and tissues is a crucial step in robot-assisted surgery. Accurate and efficient segmentation of the surgical scene not only aids in the identification and tracking of instruments but also provides contextual information about the different tissues and instruments being operated with. For this purpose, we have developed a light-weight cascaded convolutional neural network to segment the surgical instruments from high-resolution videos obtained from a commercial robotic system. We propose a multi-resolution feature fusion module to fuse the feature maps of different dimensions and channels from the auxiliary and main branch. We also introduce a novel way of combining auxiliary loss and adversarial loss to regularize the segmentation model. Auxiliary loss helps the model to learn low-resolution features, and adversarial loss improves the segmentation prediction by learning higher order structural information. The model also consists of a light-weight spatial pyramid pooling unit to aggregate rich contextual information in the intermediate stage. We show that our model surpasses existing algorithms for pixelwise segmentation of surgical instruments in both prediction accuracy and segmentation time of high-resolution videos.","2377-3766","","10.1109/LRA.2019.2900854","Singapore Academic Research Fund(grant numbers:R-397-000-297-114); NMRC Bedside & Bench(grant numbers:R-397-000-245-511); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8648150","Deep learning in robotics and automation;visual tracking;object detection;segmentation and categorization","Instruments;Robots;Surgery;Real-time systems;Image segmentation;Tools;Tracking","","77","","38","IEEE","21 Feb 2019","","","IEEE","IEEE Journals"
"Boundaries Matters: A Novel Multi-Branch Semi-Supervised Semantic Segmentation Method","Y. Li; C. Zhang; H. Wang","Science School, Beijing University of Civil Engineering and Architecture, Beijing, China; Science School, Beijing University of Civil Engineering and Architecture, Beijing, China; Science School, Beijing University of Civil Engineering and Architecture, Beijing, China",IEEE Intelligent Systems,"","2024","PP","99","1","9","In recent years, semi-supervised semantic segmentation (SSS) research has been progressing rapidly. Existing methods usually ignore the classification of detailed pixels such as boundaries, resulting in degraded segmentation performance. To overcome this challenge, we propose a new multi-branch SSS framework, BoundaryMatch, which combines image- and feature-level perturbation branches with boundary detail guidance branch, all utilizing a shared encoder. Specifically, this boundary module enhances segmentation by integrating the learning of spatial information into low-level layers in single-stream manner. Finally, the low-level features and deeper features are fused together to predict the final segmentation result and achieve accurate correction of boundary pixels. This multi-branch approach improves on the shortcomings of consistency regularization that focus only on maintaining the global consistency of the image. Extensive experiments conducted on the Cityscapes and PASCAL VOC 2012 datasets demonstrate that the method proposed in this paper effectively enhances the performance of SSS.","1941-1294","","10.1109/MIS.2024.3491998","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10745265","","Perturbation methods;Semantic segmentation;Training;Data models;Semantics;Predictive models;Convolution;Semisupervised learning;Kernel;Intelligent systems","","","","","IEEE","5 Nov 2024","","","IEEE","IEEE Early Access Articles"
"MRSE-Net: Multiscale Residuals and SE-Attention Network for Water Body Segmentation From Satellite Images","X. Zhang; J. Li; Z. Hua","School of Information and Electronic Engineering, Shandong Technology and Business University, Institute of Network Technology, Yantai, China; School of Computer Science and Technology, Shandong Technology and Business University, Yantai, China; School of Information and Electronic Engineering, Shandong Technology and Business University, Institute of Network Technology, Yantai, China",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"1 Jul 2022","2022","15","","5049","5064","Automatic extraction of water bodies from various satellite images containing complex targets is a very important and challenging task in remote sensing and image interpretation. In recent years, convolutional neural networks (CNNs) have become an important choice in the field of semantic segmentation of remote sensing images. However, generic CNN models present many problems when performing water body segmentation, such as: 1) blurred water body boundaries; 2) difficulty in accommodating different scales of rivers, often losing information about many small-scale rivers; and 3) a large number of trainable parameters. This article proposes an end-to-end CNN structure based on multiscale residuals and squeeze-and-excitation (SE)-attention for water segmentation, called MRSE-Net. MRSE-Net consists of an encoder–decoder and a skip connection, which captures contextual information at different scales using the encoder, and then passes the encoder feature mapping through the improved skip connection, while localization is achieved by the decoder is implemented. With the multiscale residual module, the number of parameters in our model can be significantly reduced and water pixels can be extracted accurately. The SE-attention module is used to enhance the prediction results, mitigate the blurring effect, and make the segmented water boundaries more continuous. Landsat-8 images are used to train our model and validate our proposed method’s performance and effectiveness. In addition, we evaluate our method on Landsat-7 and Sentinel-2 images and obtain the best water segmentation results. Preliminary results on Sentinel-2 images show that the cross-sensor generalization capability of our model is beyond the range of the Landsat sensor family.","2151-1535","","10.1109/JSTARS.2022.3185245","National Natural Science Foundation of China(grant numbers:61772319,62002200,61972235,12001327); Shandong Natural Science Foundation of China(grant numbers:ZR2021QF134,ZR2021MF068); Yantai science and technology innovation development plan(grant numbers:2022JCYJ031); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9803863","Convolutional neural network (CNN);deep learning;multiscale residual;SE-attention;satellite image analysis;water body extraction","Remote sensing;Image segmentation;Feature extraction;Semantics;Earth;Rivers;Convolutional neural networks","","28","","77","CCBY","22 Jun 2022","","","IEEE","IEEE Journals"
"Reconstruction-Assisted Feature Encoding Network for Histologic Subtype Classification of Non-Small Cell Lung Cancer","H. Li; Q. Song; D. Gui; M. Wang; X. Min; A. Li","School of Information Science and Technology, University of Science and Technology of China, Hefei, Anhui, China; Department of Radiology, Anhui Chest Hospital, Hefei, Anhui, China; School of Information Science and Technology, University of Science and Technology of China, Hefei, Anhui, China; School of Information Science and Technology, University of Science and Technology of China, Hefei, Anhui, China; Department of Radiology, Anhui Chest Hospital, Hefei, Anhui, China; School of Information Science and Technology, University of Science and Technology of China, Hefei, Anhui, China",IEEE Journal of Biomedical and Health Informatics,"9 Sep 2022","2022","26","9","4563","4574","Accurate histological subtype classification between adenocarcinoma (ADC) and squamous cell carcinoma (SCC) using computed tomography (CT) images is of great importance to assist clinicians in determining treatment and therapy plans for non-small cell lung cancer (NSCLC) patients. Although current deep learning approaches have achieved promising progress in this field, they are often difficult to capture efficient tumor representations due to inadequate training data, and in consequence show limited performance. In this study, we propose a novel and effective reconstruction-assisted feature encoding network (RAFENet) for histological subtype classification by leveraging an auxiliary image reconstruction task to enable extra guidance and regularization for enhanced tumor feature representations. Different from existing reconstruction-assisted methods that directly use generalizable features obtained from shared encoder for primary task, a dedicated task-aware encoding module is utilized in RAFENet to perform refinement of generalizable features. Specifically, a cascade of cross-level non-local blocks are introduced to progressively refine generalizable features at different levels with the aid of lower-level task-specific information, which can successfully learn multi-level task-specific features tailored to histological subtype classification. Moreover, in addition to widely adopted pixel-wise reconstruction loss, we introduce a powerful semantic consistency loss function to explicitly supervise the training of RAFENet, which combines both feature consistency loss and prediction consistency loss to ensure semantic invariance during image reconstruction. Extensive experimental results show that RAFENet effectively addresses the difficult issues that cannot be resolved by existing reconstruction-based methods and consistently outperforms other state-of-the-art methods on both public and in-house NSCLC datasets. Supplementary material is available at https://github.com/lhch1994/Rafenet_sup_material.","2168-2208","","10.1109/JBHI.2022.3192010","National Natural Science Foundation of China(grant numbers:61971393,61871361,61571414,61471331); Central Government Transfer Payment Financial Construction(grant numbers:Z155080000004); Elite Special Scientific Research Fund of China Red Cross Foundation(grant numbers:XM_HR_YXFN_2021_05_19); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9832737","Deep learning;image reconstruction;feature encoding network;histologic subtype classification;non-small cell lung cancer","Image reconstruction;Task analysis;Feature extraction;Tumors;Semantics;Deep learning;Computed tomography","Carcinoma, Non-Small-Cell Lung;Carcinoma, Squamous Cell;Humans;Image Processing, Computer-Assisted;Lung Neoplasms;Tomography, X-Ray Computed","13","","53","IEEE","18 Jul 2022","","","IEEE","IEEE Journals"
"An Intelligent Low-Complexity Computing Interleaving Wavelet Scattering Based Mobile Shuffling Network for Acoustic Scene Classification","X. Y. Kek; C. S. Chin; Y. Li","Faculty of Science, Agriculture and Engineering, Newcastle University, Victoria St, Singapore; Faculty of Science, Agriculture and Engineering, Newcastle University, Victoria St, Singapore; Xylem Water Solutions Singapore Pte Ltd., 3A International Business Park, Singapore",IEEE Access,"11 Aug 2022","2022","10","","82185","82201","The key towards a low complexity model for convolution neural network is in controlling the number of parameters of the network and ensuring that the input representation is not extremely large. Hence, to tackle low complexity for acoustic scene classification (ASC), this paper proposed an enhanced wavelet scattering representation with a combination of mobile network modules and shuffling modules. While wavelet scattering comprises wavelet transform with multiple wavelet scales, the averaging operation to make the wavelet scattering invariant to translation limit the maximum timescale. Hence, wavelet scattering is affected by Heisenberg’s Uncertainty Principle. However, creating an input representation with multiple timescales does not meet the brief of low complexity modelling. Hence, we proposed a simple mixing of the first and second order with different timescales. The result is an input representation with nearly the same dimension as the usual wavelet scattering but with enhanced multiscale. To further leverage the ‘interleaved’ wavelet scattering, this paper presents sub-spectral shuffling inspired by shuffling modules that use stochasticity to improve the model’s generalization. Unlike channel shuffle that shuffles channel-wise and spatial shuffle that shuffles pixel-wise, sub-spectral shuffle aims at shuffling the feature maps frequency-wise with the concept of binning. Each bin is shuffled, so the high-frequency spectrum is shuffled to low-frequency spectrum position. As such, the model learns the general acoustic profile of a scene rather than memorizing what is happening at the low-frequency or high-frequency spectrum is erratic for ASC. In addition, this paper also studied temporal shuffling, which shuffles the feature maps temporal-wise, and evaluated sub-spectral shuffling, temporal shuffling, and channel shuffling individually. Our results demonstrated the superiority of sub-spectral shuffling and the modularity of shuffling modules. We then evaluate various combinations of the three shuffling modules on three acoustic scene classification datasets. Our best model combines the three shuffling modules and achieves 70.6% classification accuracy on DCASE 2021 Task 1a dataset, 82.15% on ESC-50 dataset, 81% on Urbansound8K, with ~65K parameters and a size of 126.6KB. In addition, the inclusion of shuffling modules has increased the model performance. Sub-spectral shuffling is especially useful in improving logloss, a metric used to determine the confidence level of the model.","2169-3536","","10.1109/ACCESS.2022.3196338","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9849650","Acoustic scene classification;convolutional neural network;mobile network;wavelet scattering","Convolution;Convolutional neural networks;Scattering;Complexity theory;Adaptation models;Acoustics;Neural networks","","2","","55","CCBY","4 Aug 2022","","","IEEE","IEEE Journals"
"Compositional Semantic Mix for Domain Adaptation in Point Cloud Segmentation","C. Saltori; F. Galasso; G. Fiameni; N. Sebe; F. Poiesi; E. Ricci","Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Department of Computer Science, Sapienza University of Rome, Roma, Italy; NVIDIA AI Technology Center, 2788 San Tomas Expy, Santa Clara, CA, USA; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy; Fondazione Bruno Kessler (FBK), Trento, Italy; Department of Information Engineering and Computer Science, University of Trento, Trento, Italy",IEEE Transactions on Pattern Analysis and Machine Intelligence,"3 Nov 2023","2023","45","12","14234","14247","Deep-learning models for 3D point cloud semantic segmentation exhibit limited generalization capabilities when trained and tested on data captured with different sensors or in varying environments due to domain shift. Domain adaptation methods can be employed to mitigate this domain shift, for instance, by simulating sensor noise, developing domain-agnostic generators, or training point cloud completion networks. Often, these methods are tailored for range view maps or necessitate multi-modal input. In contrast, domain adaptation in the image domain can be executed through sample mixing, which emphasizes input data manipulation rather than employing distinct adaptation modules. In this study, we introduce compositional semantic mixing for point cloud domain adaptation, representing the first unsupervised domain adaptation technique for point cloud segmentation based on semantic and geometric sample mixing. We present a two-branch symmetric network architecture capable of concurrently processing point clouds from a source domain (e.g. synthetic) and point clouds from a target domain (e.g. real-world). Each branch operates within one domain by integrating selected data fragments from the other domain and utilizing semantic information derived from source labels and target (pseudo) labels. Additionally, our method can leverage a limited number of human point-level annotations (semi-supervised) to further enhance performance. We assess our approach in both synthetic-to-real and real-to-real scenarios using LiDAR datasets and demonstrate that it significantly outperforms state-of-the-art methods in both unsupervised and semi-supervised settings.","1939-3539","","10.1109/TPAMI.2023.3310261","OSRAM GmbH; MUR PNRR; FAIR(grant numbers:PE00000013); NextGenerationEU; EU project FEROX(grant numbers:101070440); PRIN PREVUE(grant numbers:2017N2RK7K); EU ISFP PRECRISIS(grant numbers:101100539); EU H2020 MARVEL(grant numbers:957337); Vision and Learning joint laboratory of FBK and UNITN; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10234713","Domain adaptation;unsupervised learning;semi-supervised learning;semantic segmentation;point cloud","Point cloud compression;Three-dimensional displays;Semantics;Semantic segmentation;Task analysis;Data models;Computer architecture","","4","","73","CCBY","30 Aug 2023","","","IEEE","IEEE Journals"
"A Method of Crop Seedling Plant Segmentation on Edge Information Fusion Model","X. Zuo; H. Lin; D. Wang; Z. Cui","School of Mathematics and Big Data, Guizhou Education University, Guiyang, China; Big Data Science and Intelligent Engineering Research Institute, Guizhou Education University, Guiyang, China; School of Mathematics and Big Data, Guizhou Education University, Guiyang, China; School of Mathematics and Big Data, Guizhou Education University, Guiyang, China",IEEE Access,"16 Sep 2022","2022","10","","95281","95293","Automatic segmentation of plant images is a hot issue in plant phenotyping research. It is also one of the core technologies for applications such as crop growth process monitoring and pest identification. Due to the different scales and sizes of fruits, branches and leaves of fruit and vegetable plants in the natural environment, and irregular edges, it is difficult to accurately segment. In order to accurately segment crop seedlings in natural environment and realize automatic measurement of seedling location and phenotype, this paper proposes a crop seedling plant segmentation network model that fuses the semantic and edge information of target regions. The backbone network is composed of the UNET network, which guides the backbone network to perceive the plant edge information when extracting features; uses the spatial hole feature pyramid to build a feature fusion module, which fuses the features extracted by the UNET backbone network and the edge perception module. Combining edge-aware loss and feature fusion loss, a joint loss function is constructed for overall network optimization. The encoder-decoder network is referenced in the study. The encoding network uses densenet to reuse and fuse multi-layer features to improve the way of information transmission; the decoding network uses transposed convolution for upsampling, combined with layer jump connections to fuse shallow detail information and deep semantic information; add a hole between encoding and decoding Atrous spatial pyramid pooling (ASPP) to extract feature maps of different receptive fields to integrate multi-scale features and aggregate contextual information. The experimental results show that under the same network training parameters, the average cross-merging rate and average recall rate obtained by testing the method in this paper are 58.13% and 64.72%, respectively, which are better than the segmentation results corresponding to the manually labeled samples; in addition, adding in the training samples After 10% of the outdoor seedling images, the average pixel accuracy of the proposed method on the outdoor test set can reach 90.54%, with good generalization ability.","2169-3536","","10.1109/ACCESS.2022.3187825","Young Science and Technology Talents Development Project through the Guizhou Provincial Education Department(grant numbers:QianJiaoHeKY[2022]293); Earth Thesis Project through Guizhou Education University; Research Projects of Innovation Group of Guizhou Provincial Department of Education(grant numbers:QianJiaoHeKY[2021]022); Key Disciplines of Guizhou Province—Computer Science and Technology(grant numbers:ZDXK[2018]007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9812623","Plant segmentation;regional semantic information;edge sensing module","Image segmentation;Feature extraction;Crops;Image edge detection;Training;Semantics;Image color analysis","","5","","39","CCBY","1 Jul 2022","","","IEEE","IEEE Journals"
"Rethinking Transformers for Semantic Segmentation of Remote Sensing Images","Y. Liu; Y. Zhang; Y. Wang; S. Mei","School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China; School of Electronics and Information, Northwestern Polytechnical University, Xi’an, China",IEEE Transactions on Geoscience and Remote Sensing,"16 Aug 2023","2023","61","","1","15","Transformer has been widely applied in image processing tasks as a substitute for convolutional neural networks (CNNs) for feature extraction due to its superiority in global context modeling and flexibility in model generalization. However, the existing transformer-based methods for semantic segmentation of remote sensing (RS) images are still with several limitations, which can be summarized into two main aspects: 1) the transformer encoder is generally combined with CNN-based decoder, leading to inconsistency in feature representations; and 2) the strategies for global and local context information utilization are not sufficiently effective. Therefore, in this article, a global-local transformer segmentor (GLOTS) framework is proposed for the semantic segmentation of RS images to acquire consistent feature representations by adopting transformers for both encoding and decoding, in which a masked image modeling (MIM) pretrained transformer encoder is adopted to learn semantic-rich representations of input images and a multiscale global-local transformer decoder is designed to fully exploit the global and local features. Specifically, the transformer decoder uses a feature separation-aggregation module (FSAM) to utilize the feature adequately at different scales and adopts a global-local attention module (GLAM) containing global attention block (GAB) and local attention block (LAB) to capture the global and local context information, respectively. Furthermore, a learnable progressive upsampling strategy (LPUS) is proposed to restore the resolution progressively, which can flexibly recover the fine-grained details in the upsampling process. The experiment results on the three benchmark RS datasets demonstrate that the proposed GLOTS is capable of achieving better performance with some state-of-the-art methods, and the superiority of the proposed framework is also verified by ablation studies. The code will be available at https://github.com/lyhnsn/GLOTS.","1558-0644","","10.1109/TGRS.2023.3302024","National Natural Science Foundation of China(grant numbers:62171381); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10209224","Encoder–decoder structure;global-local transformer;remote sensing (RS);semantic segmentation","Decoding;Semantic segmentation;Task analysis;Current transformers;Semantics;Feature extraction;Visualization","","42","","69","IEEE","4 Aug 2023","","","IEEE","IEEE Journals"
"Semisupervised Edge-Aware Road Extraction via Cross Teaching Between CNN and Transformer","Z. -X. Yang; Z. -H. You; S. -B. Chen; J. Tang; B. Luo","IMIS Lab of Anhui Province, Anhui Provincial Key Lab of Multimodal Cognitive Computation, MOE Key Lab of IC&SP, School of Computer Science and Technology, Anhui University, Hefei, China; IMIS Lab of Anhui Province, Anhui Provincial Key Lab of Multimodal Cognitive Computation, MOE Key Lab of IC&SP, School of Computer Science and Technology, Anhui University, Hefei, China; IMIS Lab of Anhui Province, Anhui Provincial Key Lab of Multimodal Cognitive Computation, MOE Key Lab of IC&SP, School of Computer Science and Technology, Anhui University, Hefei, China; IMIS Lab of Anhui Province, Anhui Provincial Key Lab of Multimodal Cognitive Computation, MOE Key Lab of IC&SP, School of Computer Science and Technology, Anhui University, Hefei, China; IMIS Lab of Anhui Province, Anhui Provincial Key Lab of Multimodal Cognitive Computation, MOE Key Lab of IC&SP, School of Computer Science and Technology, Anhui University, Hefei, China",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"19 Sep 2023","2023","16","","8353","8362","Semisupervised semantic segmentation of remote sensing images has been proven to be an effective approach to reduce manual annotation costs and leverage available unlabeled data to improve segmentation performance. However, some existing methods that focus on self-training and consistent regularization fail to consider large-scale characteristics of remote sensing images and the importance of incorporating road edge information. In this article, we propose a novel semisupervised edge-aware network (SSEANet) for remote sensing image semantic segmentation by jointly training convolutional neural network and transformer. SSEANet focuses on the consistency loss of multiscale features and uses an attention mechanism to fuse road edge information. Extensive experiments on DeepGlobe, Massachusetts, and AerialKITTI–Bavaria datasets show that the proposed method outperforms state-of-the-art, demonstrating its effectiveness.","2151-1535","","10.1109/JSTARS.2023.3310612","NSFC Key Project of International(grant numbers:61860206004); NSFC Key Project of Joint Fund for Enterprise Innovation and Development(grant numbers:U20B2068); National Natural Science Foundation of China(grant numbers:61976004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10236589","Cross teaching (CT);edge-aware;road extraction;semisupervised learning;transformer","Roads;Remote sensing;Transformers;Image edge detection;Task analysis;Training;Data models","","4","","39","CCBYNCND","31 Aug 2023","","","IEEE","IEEE Journals"
"PVF-NET: Point & Voxel Fusion 3D Object Detection Framework for Point Cloud","Z. Cui; Z. Zhang","Faculty of Engineering and IT, University of Technology of Sydney, Sydney, Australia; Faculty of Engineering and IT, University of Technology of Sydney, Sydney, Australia",2020 17th Conference on Computer and Robot Vision (CRV),"5 Jun 2020","2020","","","125","133","In this paper, we present a novel 3D object detection framework for locating 3D bounding boxes of the target in autonomous driving scenes. Our proposed framework consists of two novel modules, which are twofold proposal fusion module and the RoI deep fusion module. In the former module, we utilized the 3D voxel Sparse Convolution Neural Network (CNN) and PointNet-like network to coarse generate the voxel-based and point-based proposals, where these proposals contain voxel-dense and point-wise features under the raw point cloud. Twofold proposal fusion module integrated those proposals and extended the proposal generalization, thereby dramatically improve the proposals’ recall rate in the first stage for further utilizing in the proposals refinement stage. Given the coarse integrated 3D proposals produced by the twofold proposal module, the RoI deep fusion module is proposed to abstract and aggregate the multi-scale voxel-based feature and the point-wise feature through voxel-aware pooling layer and point-aware pooling layer, respectively. Follow by that, the specific features on the different proposals are integrated via the proposals-aware fusion layer to further enrich the feature dimensionality and utilize the high-quality proposals for the proposals refinement stage to reinforce the prediction of the target bounding boxes. We conduct the experiments on KITTI dataset and evaluate our method on 3D object detection task. Our method achieved 76.79 mAP in moderate difficulty and outperformed many influential object detection models on the KITTI benchmark leaderboard.","","978-1-7281-9891-0","10.1109/CRV50864.2020.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9108695","3D object detection;robotics vision;lidar point cloud","Point cloud compression;Solid modeling;Three-dimensional displays;Neural networks;Object detection;Feature extraction;Proposals","","4","","24","IEEE","5 Jun 2020","","","IEEE","IEEE Conferences"
"An Interactive Prompt Based Network for Urban Floods Area Segmentation Using UAV Images","L. Shi; K. Yang; Y. Chen; G. Chen","Faculty of Geography, Yunnan Normal University, Kunming, China; Faculty of Geography, Yunnan Normal University, Kunming, China; Faculty of Geography, Yunnan Normal University, Kunming, China; Faculty of Geography, Yunnan Normal University, Kunming, China",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"5 Dec 2024","2025","18","","935","948","As climate change intensifies, extreme weather events like floods are occurring with increasing frequency. While data-driven deep learning methods are effective for extracting flood disaster information, their efficiency is constrained by the scarcity of postdisaster samples, the high cost of annotations, and the models’ strong dependence on both the quantity and quality of data. This study introduces an interactive semantic segmentation model based on multisource UAV flood images, incorporating four types of prompts. By embedding expert knowledge into the prompt design, the model reduces annotation costs and enhances generalization capabilities. First, a prompt encoder is developed to map different types of prompt information into a three-channel space using convolutional techniques, thereby reducing sample labeling costs. Moreover, an image encoder that integrates Mamba and convolution is developed to effectively extract global spatial and channel features from flood images while minimizing computational load. Finally, a spatial and channel attention module with residual connections is introduced to enable multiscale fusion and filtering of prompt information and image features across both spatial and channel dimensions, improving the utilization of prompt information. To validate the model's performance, we conduct experiments using UAV flood imagery collected from diverse regions, backgrounds, and angles. The results demonstrate that, under consistent prompt conditions, our model extracts flood areas more efficiently, reducing misclassification and omission errors. Compared with the next best benchmark model, the intersection over union for the flood category improves by at least 3.75%.","2151-1535","","10.1109/JSTARS.2024.3498865","National Natural Science Foundation of China(grant numbers:42071381); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10753337","Flood detection;prompt learning;semantic segmentation;UAV","Climate change;Floods;Detection algorithms;Prompt engineering;Learning systems;Semantic segmentation;Autonomous aerial vehicles;Interactive systems;Meteorology;Load modeling;Feature extraction;Weather forecasting;Deep learning;Satellite images;Urban areas","","","","54","CCBYNCND","14 Nov 2024","","","IEEE","IEEE Journals"
"Generative ConvNet Foundation Model With Sparse Modeling and Low-Frequency Reconstruction for Remote Sensing Image Interpretation","Z. Dong; Y. Gu; T. Liu","School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China",IEEE Transactions on Geoscience and Remote Sensing,"11 Jan 2024","2024","62","","1","16","Foundation models offer a highly versatile and precise solution for intelligent interpretation of remote sensing images, thus greatly facilitating various remote sensing applications. Nevertheless, conventional remote sensing foundational models based on generative transformers neglect the consideration of multiscale features and frequency information, limiting their potential for dense prediction tasks in remote sensing scenarios. In this article, we make the first attempt to propose a generative convolutional neural network (ConvNet) foundation model tailored for remote sensing scenarios, which comprises two key components: First, a large dataset named GeoSense, containing approximately nine million diverse remote sensing images, is constructed to enhance the robustness and generalization of the foundation model during the pretraining phase. Second, a sparse modeling and low-frequency reconstruction (SMLFR) framework is designed for self-supervised representation learning of the ConvNet foundation model. Specifically, a sparse modeling strategy is proposed in masked image modeling (MIM), which allows ConvNet to process variable-length sequences by treating unmasked patches as voxels and sparsifying the encoder. In addition, a low-frequency reconstruction target is designed to guide the model’s attention toward essential ground object features in remote sensing images, while mitigating unnecessary detail interference. To evaluate the general performance of our proposed foundation model, comprehensive experiments have been carried out on five datasets across three downstream tasks. Experimental results demonstrate that our method consistently achieves state-of-the-art performance across all the benchmark datasets and downstream tasks. The code and pretrained models will be available at https://github.com/HIT-SIRS/SMLFR.","1558-0644","","10.1109/TGRS.2023.3348479","National Key Research and Development Program of China(grant numbers:2022ZD0118401); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10378718","Convolutional neural network (ConvNet);foundation model;remote sensing;self-supervised pretraining","Remote sensing;Data models;Computational modeling;Task analysis;Image reconstruction;Sensors;Transformers","","6","","109","IEEE","1 Jan 2024","","","IEEE","IEEE Journals"
"Prior Information Guided Coarse-to-fine Dual-branch Encoding Network for Fovea Localization and Optic Disc/Cup Segmentation","H. Lei; J. Zhao; L. Huang; H. Xie; D. Zhao; B. Lei","College of Computer Science & Software Engineering, Shenzhen University, Shenzhen, China; College of Computer Science & Software Engineering, Shenzhen University, Shenzhen, China; College of Computer Science & Software Engineering, Shenzhen University, Shenzhen, China; School of Biomedical Engineering, Shenzhen University, Shenzhen, China; School of Computer Information & Science, Southwest University, Shenzhen, China; School of Biomedical Engineering, Shenzhen University, Shenzhen, China",2023 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"18 Jan 2024","2023","","","1218","1223","Fundus images are commonly used to document the presence and severity of various retinal degenerative diseases, where the fovea, optic disc (OD), and optic cup (OC) serve as important anatomical landmarks. Locating and segmenting these landmarks are crucial for clinical diagnosis and treatment. Many existing methods treat the recognition of the fovea, OD, and OC as separate tasks without incorporating any clinical prior knowledge related to various anatomical structures. In this paper, we propose a prior information guided coarse-to-fine dual-branch encoding network, which enables fovea localization and OD/OC segmentation. In coarse stage, we employ a dual-branch network consisting of convolutional neural network (CNN) and Transformer to encode local and global features, and then utilize multi-scale feature fusion techniques to merge the extracted semantic features, aiming to enhance the localization accuracy. In addition, we effectively use the distance information from each pixel to the landmark of interest, and output the results of distance map and heat map regression as prior information to further guide the network to learn the positional relationship between fovea and OD. In fine stage, we refine the region of interest (ROI) of the OD, balance the distribution of the OD and OC using polar coordinate transformation (PCT), extract critical boundary features using the boundary attention module (BAM), and improve the generalization performance of our method through model ensemble strategy. Extensive experimental results demonstrate that our proposed method outperforms existing state-of-the-art (SOTA) methods on the publicly available GAMMA and REFUGE datasets.","2156-1133","979-8-3503-3748-8","10.1109/BIBM58861.2023.10385988","National Natural Science Foundation of China; Natural Science Foundation of Guangdong Province; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10385988","Prior information;coarse-to-fine;dual-branch;fovea localization;optic disc and cup segmentation","Location awareness;Heating systems;Image segmentation;Feature extraction;Optical imaging;Retina;Transformers","","","","19","IEEE","18 Jan 2024","","","IEEE","IEEE Conferences"
